,blueFirstBlood,blueKills,blueDeaths,blueGoldDiff,blueExperienceDiff,blueWardsPlacedDiff,blueWardsDestroyedDiff,blueAvgLevelDiff,blueAssistsDiff,blueTotalMinionsKilledDiff,blueTotalJungleMinionsKilledDiff,blueEliteMonstersDiff,blueDragonsDiff,blueHeraldsDiff,blueTowersDestroyedDiff,blueWins
3353,1,6,0,2805,2599,4,0,0.8000000000000007,7,-18,-7,1,1,0,0,1
8030,0,4,6,-1232,-1020,10,2,-0.40000000000000036,0,12,0,-1,-1,0,0,0
3272,0,10,8,-447,-955,34,3,-0.20000000000000018,7,-27,4,1,1,0,0,1
756,1,5,5,269,480,5,-1,0.0,-1,25,-4,1,0,0,0,1
2694,1,2,12,-5551,-2712,0,-2,-0.5999999999999996,-13,-18,0,-1,-1,0,-1,0
5831,0,4,8,-2714,-427,-13,1,-0.20000000000000018,-6,-7,1,-1,0,1,0,1
4285,0,7,4,2566,3097,1,3,0.5999999999999996,9,-3,15,1,1,0,0,1
2009,0,0,6,-3275,-3254,-1,0,-0.40000000000000036,-5,-50,7,0,0,0,0,0
4274,0,4,12,-4189,-3388,1,2,-0.8000000000000007,-7,-31,-5,-2,-1,1,0,0
4922,1,9,8,1462,1290,-27,0,0.1999999999999993,1,42,9,0,0,0,0,1
7675,0,10,5,4170,4481,4,-1,1.0,3,86,12,0,0,0,0,1
8633,1,7,5,1299,879,-21,0,0.20000000000000018,6,3,5,0,0,0,0,0
4985,0,5,8,-1769,-1859,-1,-4,-0.40000000000000036,-10,30,-39,-1,-1,0,0,0
6438,0,3,4,-635,202,-3,1,0.0,0,-39,29,-1,-1,0,0,0
2274,0,3,10,-4960,-3887,-1,1,-0.7999999999999998,-11,-23,-18,-2,-1,1,0,0
5243,0,8,14,-2095,-2096,0,1,-0.8000000000000007,-5,-6,-8,0,0,0,0,0
4932,0,5,5,-985,-93,14,2,0.0,0,-44,1,0,-1,0,0,0
9205,0,5,6,-453,659,-37,1,-0.20000000000000018,-7,31,5,-1,-1,0,0,1
2091,0,6,11,-4562,-3519,-3,-4,-0.7999999999999998,-5,-47,-20,-2,-1,1,-1,0
7367,1,8,8,-246,-870,0,-1,0.0,3,-15,-40,1,0,0,0,1
7697,1,2,3,-501,-1154,-21,3,-0.40000000000000036,0,-19,10,-1,-1,0,0,0
7800,1,8,8,226,-955,6,4,-0.40000000000000036,4,0,0,-1,-1,0,0,1
9005,0,2,9,-3803,-4020,-2,2,-0.7999999999999998,-2,-25,-22,-2,-1,1,0,0
2794,1,8,6,1016,310,-5,1,0.0,3,-12,0,0,-1,0,0,0
6116,1,5,9,-1678,-2431,195,0,-0.40000000000000036,-1,8,-8,1,1,0,0,0
4355,1,4,8,-4413,-5071,18,-2,-1.2000000000000002,-9,-48,-39,-1,-1,0,0,0
4711,1,6,6,1182,420,-4,3,0.20000000000000018,2,24,14,0,0,0,0,1
1369,0,5,6,-1018,-828,-1,2,-0.20000000000000018,1,-20,-10,-1,-1,0,0,0
4457,1,7,6,700,814,0,0,0.0,1,10,7,0,0,0,0,0
7225,0,7,7,176,943,6,0,0.40000000000000036,-5,29,5,1,1,0,0,0
6591,1,8,9,-201,-14,-3,-1,0.40000000000000036,-3,23,3,-1,-1,0,0,0
3801,0,2,8,-5226,-3701,1,-1,-0.7999999999999998,-6,-78,-10,0,1,1,0,0
737,0,6,8,-1325,64,-1,1,-0.20000000000000018,-3,-7,-13,-1,-1,0,0,0
6941,1,9,7,2556,3518,4,1,0.40000000000000036,-4,52,4,-1,-1,0,0,1
5078,1,8,11,-1521,-2096,-7,-2,-0.40000000000000036,-6,0,-10,1,1,0,0,1
6184,1,10,4,3026,1849,-23,-3,0.6000000000000005,8,21,5,1,1,0,0,1
6543,1,10,4,2690,2444,2,0,0.40000000000000036,3,4,-4,0,-1,0,0,1
4197,1,4,1,2246,2898,0,1,0.40000000000000036,5,5,31,0,0,0,0,1
2683,1,12,7,982,1653,-21,-1,0.40000000000000036,4,37,-2,-2,-1,1,-1,1
6293,0,8,7,744,927,-1,0,0.0,-1,41,-13,1,0,0,0,1
6060,0,7,3,2783,1844,3,0,0.40000000000000036,4,51,4,1,1,0,0,1
4515,0,9,9,1520,1110,-21,-2,0.0,-4,37,5,0,0,0,1,1
6096,0,5,5,-717,8,-72,-1,-0.20000000000000018,-2,-1,1,0,0,0,0,0
8766,1,6,0,4376,4106,-2,-1,1.0,5,43,11,1,1,0,0,1
9015,1,3,3,607,-1168,-38,2,-0.20000000000000018,0,2,6,0,-1,0,0,0
2989,0,2,8,-9341,-6317,0,-1,-1.6000000000000005,-9,-87,-48,-1,0,1,-2,0
7405,0,8,8,-108,1254,0,1,0.40000000000000036,-4,32,-9,1,1,0,0,1
6733,1,8,7,-36,-641,3,1,-0.20000000000000018,6,-43,10,0,1,1,0,1
6034,1,8,5,2597,2731,-13,-1,0.6000000000000005,1,39,8,-1,-1,0,0,0
6406,1,12,6,2524,1040,9,-3,0.40000000000000036,8,11,-6,0,1,1,0,1
7444,1,5,2,2788,1325,7,-2,0.40000000000000036,3,27,19,1,1,0,0,1
3395,1,7,4,992,393,1,0,0.6000000000000005,2,19,-33,-1,-1,0,0,1
4289,1,4,4,-553,284,-1,3,0.20000000000000018,0,8,18,-2,-1,1,-1,1
6346,0,3,11,-4962,-2384,2,0,-0.5999999999999996,-10,-3,-14,0,0,0,0,0
272,1,6,10,-1334,-1607,4,-1,-0.40000000000000036,-4,3,4,-1,-1,0,0,1
8118,1,9,5,614,-322,0,-1,0.40000000000000036,5,-17,6,2,1,0,0,0
1081,0,6,9,-2047,-2330,38,0,-0.20000000000000018,-2,5,-23,0,1,1,0,1
4089,1,5,1,3407,3210,-74,1,0.6000000000000005,2,31,17,0,0,0,0,1
7038,1,9,6,1477,691,5,0,0.0,4,-5,3,1,0,0,0,1
3959,1,10,9,520,897,21,1,0.20000000000000018,9,30,-34,-2,-1,1,0,1
3620,0,2,3,-1382,-271,1,3,0.0,5,-51,8,1,1,0,0,0
6948,0,8,5,1715,1973,-3,6,0.0,-1,35,9,1,1,0,0,1
874,1,9,3,4616,2050,1,-1,0.6000000000000005,8,60,-13,2,1,0,0,1
7162,0,3,3,597,1596,21,1,0.5999999999999996,-6,-25,22,-1,-1,0,0,0
962,0,5,3,904,195,1,-2,0.20000000000000018,2,-11,8,0,-1,0,0,0
6869,0,3,9,-4907,-2874,-1,2,-0.40000000000000036,-8,-67,-11,-1,-1,0,0,1
6752,0,3,12,-4552,-2289,-3,-2,-0.7999999999999998,-13,-23,7,-1,-1,0,0,0
5967,0,6,10,-1535,-838,-1,-1,-0.20000000000000018,-3,-13,-9,-1,-1,0,0,0
217,1,5,4,1034,706,107,-1,0.20000000000000018,4,-2,4,1,0,0,0,0
1483,0,6,5,905,1369,4,0,0.39999999999999947,-5,29,4,1,1,0,0,1
6165,0,10,13,42,666,4,-3,0.20000000000000018,-9,16,10,1,1,0,0,0
3970,1,5,9,-2494,-2755,24,-1,-0.40000000000000036,-3,-62,0,0,0,0,0,0
7959,1,12,8,1618,514,-7,3,-0.20000000000000018,5,22,2,0,1,1,0,1
8755,1,8,11,-1008,-810,3,-3,0.0,3,2,0,0,-1,0,0,0
8592,0,6,8,-588,-1142,-40,3,-0.20000000000000018,-2,-14,3,1,1,0,0,0
9670,0,5,6,-596,774,-4,4,0.0,-6,-12,19,0,0,0,0,1
6345,1,9,2,4232,3448,24,1,0.8000000000000007,11,8,-4,0,0,0,0,1
5826,0,2,12,-7911,-3435,-1,-1,-0.7999999999999998,-13,-56,7,-1,-1,0,-2,0
6191,0,6,7,-1599,-1890,7,2,-0.40000000000000036,-2,6,-14,0,0,0,0,0
9535,1,7,8,-1250,-1034,-2,0,-0.20000000000000018,-2,-15,-6,0,-1,0,0,1
9109,1,5,6,-599,-288,-2,3,0.0,0,-10,-2,1,1,0,0,0
56,1,5,7,-1672,-2698,3,0,-0.6000000000000005,1,-37,-13,1,1,0,0,0
1126,1,10,6,2376,1325,2,1,0.20000000000000018,4,28,7,0,0,0,0,0
3516,1,11,7,2377,2335,-5,3,0.20000000000000018,-1,56,0,2,1,0,0,1
9202,0,6,9,-605,-782,72,0,-0.20000000000000018,0,-7,-20,-1,-1,0,0,0
7991,1,9,6,2253,2082,1,0,0.6000000000000005,6,48,-7,0,0,0,0,1
8230,0,2,10,-6115,-3209,-2,-4,-1.0,-8,-67,-4,0,0,0,0,0
5373,1,7,6,-727,-675,2,2,0.0,1,-26,0,-1,-1,0,0,0
1859,1,3,5,-1044,-2760,-9,-4,-0.6000000000000005,-4,17,-24,-1,-1,0,0,0
2054,1,8,4,1509,-543,15,4,-0.20000000000000018,7,-18,-15,2,1,0,0,1
6296,1,4,4,131,1381,24,2,0.20000000000000018,1,-15,13,1,1,0,0,1
7136,0,1,5,-4079,-2994,-2,0,-0.5999999999999996,-3,-52,-7,-1,-1,0,0,0
5260,0,7,8,-672,-335,2,-1,-0.20000000000000018,-7,39,-16,0,1,1,0,0
9837,0,3,5,-1194,-1133,18,-1,0.20000000000000018,-1,-35,4,-1,-1,0,0,1
3497,1,4,4,717,215,3,6,0.0,1,35,-16,-1,-1,0,0,0
9132,0,3,2,-1749,-1247,-3,-1,0.0,3,-60,-13,-2,-1,1,0,0
470,1,6,8,-944,-556,-17,-2,0.0,-10,26,-8,-1,-1,0,0,0
9787,1,4,8,-3089,-3265,3,-4,-0.6000000000000005,-2,-54,-5,-1,-1,0,0,0
1779,0,3,11,-3410,-3134,2,-2,-1.0,-10,-23,16,-1,-1,0,0,0
7408,0,8,5,402,1641,-2,0,0.6000000000000005,1,-10,0,1,1,0,0,1
3073,1,11,5,3763,874,4,-1,0.20000000000000018,7,13,-12,0,0,0,1,0
8352,1,9,13,-1522,-1504,4,2,-0.20000000000000018,-3,3,3,1,1,0,0,1
3238,1,3,9,-3555,-3207,11,2,-0.7999999999999998,-6,-30,2,-1,-1,0,0,0
3503,1,8,3,2061,1693,29,-2,0.7999999999999998,4,-27,16,2,1,0,0,1
3601,1,7,9,811,426,22,-1,0.40000000000000036,-6,49,-20,0,-1,0,1,1
6283,1,9,3,3090,1008,-1,-1,0.20000000000000018,11,20,-8,0,-1,0,0,1
6443,0,5,2,1528,1785,43,0,0.40000000000000036,5,21,-15,-1,-1,0,0,1
3037,1,5,9,-1490,-1624,1,-1,-0.40000000000000036,-9,-5,16,1,1,0,0,0
8671,1,12,5,1968,1173,-5,-1,0.40000000000000036,8,-21,-4,1,1,0,0,1
2739,0,11,4,4553,3000,1,6,1.0,12,26,-13,0,0,0,1,1
3323,0,5,9,-2994,-1007,3,1,-0.20000000000000018,-9,-31,6,0,1,1,0,0
9415,1,10,6,2778,1130,-4,-2,0.0,4,1,3,2,1,0,1,1
1985,1,9,6,2625,1026,19,-14,0.40000000000000036,8,32,0,-1,0,1,0,0
1630,0,5,3,1932,2097,1,2,0.40000000000000036,0,73,14,1,1,0,0,0
5079,1,9,7,1328,1043,-5,3,0.40000000000000036,7,11,-18,1,1,0,0,1
5198,1,10,7,1577,678,68,1,0.20000000000000018,8,-21,3,-2,-1,1,0,0
78,0,13,9,527,721,6,-3,0.40000000000000036,13,16,-19,1,1,0,0,1
1191,0,6,4,1109,718,64,1,0.20000000000000018,1,5,14,2,1,0,0,1
9343,1,4,3,688,415,-8,3,0.0,-2,18,-3,0,-1,0,0,0
1469,0,12,10,478,-124,-46,1,0.0,3,13,-43,-1,-1,0,0,1
2002,1,9,1,3497,3543,0,3,0.7999999999999998,7,9,-7,1,1,0,0,1
9334,1,11,4,2739,1170,4,0,0.20000000000000018,6,-36,-1,0,1,1,0,1
2717,0,4,4,1260,1487,-20,0,0.20000000000000018,2,47,19,2,1,0,0,1
1193,0,8,10,238,840,8,1,0.20000000000000018,-5,33,-5,-1,-1,0,0,1
5461,1,18,6,7125,3657,9,0,0.39999999999999947,16,67,14,2,1,0,0,1
1181,0,5,4,230,-105,2,1,0.20000000000000018,3,11,-4,1,1,0,0,1
1880,0,6,9,-1081,-953,1,1,-0.20000000000000018,-6,-6,-9,-1,-1,0,0,0
9354,0,5,9,-2760,-2274,3,-1,-0.40000000000000036,-2,-61,10,-1,-1,0,0,1
2142,1,6,3,1857,1385,-43,1,0.20000000000000018,2,29,0,1,1,0,0,1
4296,1,5,3,435,-1039,-1,0,-0.20000000000000018,3,-19,-7,0,0,0,0,1
8651,0,5,6,-2718,-1000,-2,-2,-0.20000000000000018,-2,-37,-15,0,-1,0,0,0
3457,0,6,10,-2395,-3117,-25,-1,-0.7999999999999998,-9,-5,-11,-1,-1,0,0,0
6807,0,5,6,-704,-1227,-23,-3,-0.20000000000000018,-1,-10,7,2,1,0,0,0
2773,1,17,9,4624,2511,-62,-1,0.8000000000000007,12,29,20,0,0,0,0,1
8853,1,6,6,-1761,-226,12,2,0.0,1,-15,2,-2,-1,1,-1,0
8103,0,7,8,648,617,1,-2,0.0,2,32,-7,-1,-1,0,0,0
4930,1,9,7,1975,969,0,-2,0.40000000000000036,5,1,2,0,0,0,0,1
1609,1,9,3,4324,1705,1,-1,0.40000000000000036,7,18,-7,2,1,0,1,1
7630,1,8,1,4597,3583,-2,0,0.5999999999999996,7,53,4,0,-1,0,0,1
2888,1,15,3,6487,4018,8,-1,1.2000000000000002,13,24,-4,2,1,0,1,1
3044,0,1,5,-3445,-2015,-6,1,-0.5999999999999996,-3,-49,-1,0,0,0,0,0
9604,1,3,3,662,33,3,0,0.20000000000000018,2,28,9,1,1,0,0,1
5162,0,7,1,3518,2503,22,-6,0.6000000000000005,9,18,9,0,-1,0,0,1
3171,0,3,10,-3593,-3240,-8,0,-0.5999999999999996,-1,-20,-8,1,1,0,0,1
8398,1,4,2,2261,1906,17,-1,0.40000000000000036,4,40,16,1,1,0,0,1
1056,1,9,4,3195,1370,-110,0,0.20000000000000018,5,8,-9,1,1,0,0,1
1366,0,8,7,-963,-457,0,1,-0.20000000000000018,5,-24,-18,0,0,0,0,1
1961,1,9,4,1834,281,-25,2,-0.20000000000000018,11,-7,10,1,1,0,0,1
4048,0,5,8,-2914,-2683,13,0,-0.6000000000000005,-8,-51,0,0,1,1,0,0
4050,0,2,7,-3012,-1300,5,0,-0.40000000000000036,-7,10,-1,0,-1,0,0,0
4333,1,3,7,-2193,-1574,1,-2,-0.20000000000000018,-6,-18,8,1,1,0,0,0
6594,0,6,8,-791,-2157,-4,1,0.0,-1,15,-20,0,0,0,0,0
156,0,13,5,4079,5568,-24,8,1.2000000000000002,4,14,31,2,1,0,0,1
838,0,6,7,-1089,-2134,-1,1,-0.20000000000000018,4,-29,2,1,1,0,0,0
5914,1,5,6,563,-1127,0,-1,0.0,0,4,1,-1,-1,0,0,1
3555,0,7,6,132,-2613,-22,-2,-0.5999999999999996,2,15,-27,-1,-1,0,0,0
6780,1,8,9,-898,-1077,4,-2,-0.40000000000000036,-4,6,-28,1,1,0,0,0
6392,1,6,8,-3077,-3160,2,0,-0.5999999999999996,5,-61,1,0,1,1,-1,1
7727,0,2,5,-1673,-787,2,0,-0.20000000000000018,-7,-17,7,1,1,0,0,0
5540,1,10,11,-1593,-1157,22,-1,-0.40000000000000036,1,-63,11,0,0,0,0,0
8605,1,11,6,2647,2948,38,2,0.40000000000000036,9,26,11,1,1,0,0,1
5715,0,8,4,2691,2585,9,0,0.7999999999999998,8,-12,27,2,1,0,0,1
8375,1,5,3,697,700,1,0,0.20000000000000018,-4,27,-38,-1,0,1,0,1
5818,0,7,8,-96,827,-4,1,0.20000000000000018,-1,25,-9,0,-1,0,0,1
2010,0,5,5,1337,885,3,3,0.20000000000000018,-1,50,-13,1,0,0,0,0
894,0,4,6,-916,-659,-21,3,-0.20000000000000018,-4,7,-23,-1,-1,0,0,1
7349,1,5,8,-1163,-1130,-13,-3,-0.40000000000000036,-7,16,-21,-1,-1,0,0,0
7117,0,8,6,45,-351,-11,-1,0.0,7,-55,-5,1,1,0,0,0
8210,0,6,5,117,248,-32,6,0.0,0,11,-18,1,1,0,0,0
8059,0,7,7,341,-352,-23,-1,0.0,-2,9,22,-1,-1,0,0,0
3723,1,4,4,-345,-715,15,-9,0.20000000000000018,3,-41,8,1,1,0,0,0
4712,0,3,4,-2155,-1351,-1,-1,-0.20000000000000018,-2,-15,-7,-1,0,1,0,0
2446,1,10,5,4253,2731,24,3,0.6000000000000005,5,38,-1,-2,-1,1,0,0
1145,1,5,3,1346,919,-14,1,0.0,-2,22,3,0,-1,0,0,0
5276,0,4,10,-2691,-1778,6,0,-0.7999999999999998,-10,-23,-7,0,1,1,0,0
1785,0,3,4,-982,36,0,0,0.0,-1,7,-33,-1,-1,0,0,0
9867,0,1,3,-1798,-674,0,-1,-0.20000000000000018,-4,-38,13,0,-1,0,0,0
1719,0,5,10,-4404,-3165,0,3,-0.40000000000000036,-4,-73,12,-1,-1,0,0,0
2886,1,13,1,8450,6098,-3,1,1.5999999999999996,13,29,10,0,1,1,2,1
4139,1,9,5,4570,2205,6,-3,0.40000000000000036,2,72,8,1,0,0,1,1
7706,0,8,6,-47,-888,-2,1,-0.20000000000000018,-2,-13,-26,-1,-1,0,0,1
8930,0,2,6,-2506,-1979,-24,-1,-0.39999999999999947,-7,-20,-8,-1,-1,0,0,0
805,0,5,10,-1655,-1323,1,-1,-0.6000000000000005,-9,-5,13,-1,-1,0,0,0
3384,0,5,5,-1087,-108,4,-1,-0.20000000000000018,-2,-36,-5,0,0,0,0,0
1186,0,4,7,-2863,-875,2,-1,0.0,-3,7,4,1,1,0,0,0
7517,1,8,10,-2807,-2956,2,0,-0.8000000000000007,-10,-51,-25,0,0,0,0,0
8679,0,4,11,-4177,-1640,-1,1,-0.40000000000000036,-19,-27,7,2,1,0,0,0
18,1,5,4,882,512,2,1,0.20000000000000018,8,-15,-3,-2,-1,1,0,1
3396,0,2,8,-3193,-2101,-103,0,-0.7999999999999998,-10,29,-12,-1,-1,0,0,0
2577,0,5,6,-1727,-619,32,-1,0.20000000000000018,0,-9,-13,0,0,0,0,0
1105,0,10,6,1417,1116,2,0,0.20000000000000018,11,-8,-14,-1,-1,0,0,1
5882,1,9,9,436,338,23,-2,0.39999999999999947,2,-8,5,1,1,0,0,0
8296,0,4,8,-2892,-2716,1,0,-0.7999999999999998,2,-57,-20,-2,-1,1,0,0
8683,0,0,10,-5369,-5193,17,1,-1.0,-10,-46,-11,-2,-1,1,0,0
6660,0,3,9,-4603,-3046,-4,-2,-0.7999999999999998,-7,-52,-13,-2,-1,1,0,0
7554,1,13,5,5397,2928,0,-2,0.7999999999999998,16,29,6,1,1,0,0,1
1750,1,4,8,-2618,-1567,-2,3,-0.5999999999999996,-8,-38,-5,1,1,0,0,0
6032,1,6,3,4518,1715,6,-2,0.20000000000000018,5,70,-11,1,1,0,1,1
8412,0,5,7,-1980,-3337,27,-1,-0.5999999999999996,-1,-36,-21,-1,-1,0,0,0
3297,0,3,3,-873,-736,0,-2,-0.5999999999999996,2,-10,-11,0,0,0,0,0
7618,0,6,11,-1882,-1917,-3,-4,-0.7999999999999998,2,36,-28,-2,-1,1,0,0
1508,0,9,18,-3966,-2999,-2,0,-0.39999999999999947,-7,-7,-7,-1,0,1,0,0
286,0,1,10,-3581,-2467,2,-4,-0.40000000000000036,-13,-29,21,0,-1,0,0,0
397,1,4,1,1093,720,-31,10,0.20000000000000018,1,13,-8,1,1,0,0,1
7276,0,7,6,41,178,2,-1,0.20000000000000018,2,-25,-4,-2,-1,1,0,1
9541,1,4,4,20,-1382,-4,-2,-0.6000000000000005,-1,-3,-5,-1,-1,0,0,0
9028,0,3,7,-3688,-2808,3,-1,-0.6000000000000005,-6,-44,-8,-1,-1,0,0,1
1353,0,3,15,-4348,-4019,-16,-3,-0.7999999999999998,-13,-32,8,0,-1,0,0,0
695,1,6,7,-95,-1113,5,1,-0.20000000000000018,-4,5,-11,-1,-1,0,0,0
5191,1,6,8,-407,-1257,-35,-1,-0.40000000000000036,-2,-20,13,-1,-1,0,0,1
6134,0,5,6,-1177,-1157,0,2,-0.6000000000000005,2,-7,3,1,1,0,0,0
5750,0,9,9,653,462,5,-2,0.20000000000000018,-7,34,2,1,1,0,0,1
1150,1,6,7,-1397,-1549,-3,-2,-0.40000000000000036,-2,-32,-2,2,1,0,0,1
879,0,3,3,315,-61,-5,1,0.0,1,18,1,1,1,0,0,0
2908,1,3,4,-726,-1168,-1,-4,-0.6000000000000005,0,15,-12,-2,-1,1,0,0
8912,0,5,10,-2266,-2047,22,3,-0.40000000000000036,-5,3,-21,0,1,1,0,0
4220,1,8,5,836,883,2,2,0.20000000000000018,-1,-39,1,1,1,0,0,1
5840,0,8,6,734,1966,33,2,0.7999999999999998,5,4,4,0,0,0,0,1
9463,1,15,10,1259,550,0,0,0.40000000000000036,8,24,-12,1,1,0,0,1
4860,1,4,4,316,-597,-2,1,0.0,0,17,-5,0,-1,0,0,0
5349,1,11,2,4012,3080,1,0,0.7999999999999998,11,14,0,1,0,0,0,1
3513,1,9,4,1186,907,3,-1,0.20000000000000018,7,7,-21,2,1,0,0,1
8765,0,10,6,2233,3109,25,1,0.6000000000000005,1,-6,8,1,1,0,0,1
1347,0,10,4,3679,2110,-46,2,0.6000000000000005,6,49,-9,1,1,0,0,1
8292,1,6,1,2805,2754,-11,-3,0.6000000000000005,1,-6,19,1,1,0,0,1
7998,0,3,4,-704,-193,5,5,0.0,2,23,-12,-1,-1,0,0,0
9782,1,10,9,-1272,-1634,-29,-3,-0.40000000000000036,1,-54,5,0,0,0,0,0
7568,1,2,6,-2465,-911,-2,0,-0.20000000000000018,-5,-29,-1,-1,0,1,0,0
3885,0,4,12,-3983,-3676,-23,0,-1.0,-6,-55,26,0,0,0,0,0
2157,1,5,7,-503,-896,22,1,0.20000000000000018,1,-9,15,1,1,0,0,0
8934,1,4,2,-110,-1469,3,-3,-0.39999999999999947,1,-31,-9,-2,-1,1,0,1
3307,1,11,5,2532,1229,1,4,0.20000000000000018,2,-2,-9,0,0,0,0,1
3131,1,10,7,1720,1364,-3,1,-0.20000000000000018,2,29,8,0,0,0,0,0
9625,0,2,5,-2395,-2173,36,-1,-0.6000000000000005,-1,-44,-9,0,-1,0,0,0
427,0,11,4,4872,3076,0,4,1.0,6,36,14,0,0,0,0,1
9448,0,9,6,2063,1430,-23,2,0.0,4,49,0,1,0,0,0,1
271,0,3,5,-1620,-1442,1,1,-0.40000000000000036,-1,15,-24,-1,-1,0,0,0
8485,0,2,5,-1387,-1802,-36,-1,-0.20000000000000018,-7,30,-9,0,1,1,0,0
6151,0,2,2,-1999,-2041,-30,0,-0.5999999999999996,-2,-56,-10,1,1,0,0,1
3685,0,6,11,-3032,-1002,-3,0,-0.20000000000000018,-10,-27,8,1,1,0,0,0
4203,1,5,8,-2607,-2365,22,0,-0.6000000000000005,-2,-51,-12,1,1,0,0,0
3212,0,2,4,-964,72,-5,4,0.0,-3,-4,3,-1,-1,0,0,1
4767,0,5,7,-1157,-51,1,-2,0.0,-1,23,-9,-1,0,1,0,0
8227,0,5,5,460,183,7,0,0.0,1,46,-3,1,1,0,0,1
3856,1,7,7,567,-8,-41,2,0.20000000000000018,-5,2,8,1,1,0,0,1
2980,0,8,6,1909,1099,7,-1,0.20000000000000018,7,17,2,1,1,0,0,1
8434,1,8,7,2006,617,-21,1,-0.20000000000000018,6,76,-12,-1,-1,0,0,1
7547,1,7,10,-2005,-1736,0,-3,-0.20000000000000018,-1,-30,-5,0,0,0,0,1
2768,1,10,3,6281,4551,-2,1,0.8000000000000007,8,44,16,0,-1,0,1,1
7742,1,8,5,1486,991,-1,0,0.20000000000000018,2,13,2,0,0,0,0,1
9030,1,7,3,1947,1867,29,-11,0.40000000000000036,2,37,-8,1,1,0,0,1
7862,1,9,8,607,1293,0,-1,0.40000000000000036,4,8,9,-2,-1,1,0,1
2561,0,11,10,-1361,-1031,-9,0,0.0,4,-82,-11,0,1,1,0,0
3603,0,7,7,-218,-840,26,-7,-0.40000000000000036,2,-16,-30,1,1,0,0,0
5231,1,4,3,1254,400,35,3,0.20000000000000018,1,26,-8,0,0,0,0,1
4522,1,5,2,1085,-556,3,3,0.20000000000000018,8,-16,-16,0,0,0,0,1
3806,1,4,4,-251,231,2,-2,0.40000000000000036,-3,9,-6,0,1,1,0,1
3915,1,2,7,-2625,-3375,4,-2,-1.0,-2,-23,-21,-1,-1,0,0,0
7902,0,4,5,-1380,326,67,1,-0.20000000000000018,-7,-25,16,1,1,0,0,1
7579,1,4,6,-1962,-2464,21,2,-0.40000000000000036,-3,-52,9,0,0,0,0,1
2402,0,8,5,1568,611,1,-2,0.0,7,-9,21,0,0,0,0,1
4692,1,12,3,4932,3923,-26,12,1.2000000000000002,8,34,3,1,1,0,0,1
8653,0,8,12,-939,-2597,-55,1,-0.40000000000000036,-3,-7,8,-1,-1,0,0,0
2678,1,6,7,-602,-905,0,0,0.0,-2,6,-21,0,0,0,0,1
2127,1,9,5,1642,878,-2,-1,0.20000000000000018,1,4,-25,-1,-1,0,1,1
1757,0,1,7,-3574,-3171,-8,-3,-1.0,-9,-14,-24,1,1,0,0,1
9179,1,4,1,2112,2566,63,2,0.6000000000000005,5,19,-4,-1,-1,0,0,1
4734,0,8,7,147,1133,70,1,0.40000000000000036,1,3,4,-1,-1,0,0,0
4097,1,8,10,-3441,-1876,7,-4,-0.40000000000000036,-8,-68,3,0,0,0,0,1
9443,0,4,7,-1740,-46,1,-1,-0.20000000000000018,-4,21,0,0,0,0,0,0
3170,1,5,7,1432,-889,1,-2,-0.6000000000000005,-4,26,-11,0,-1,0,1,0
302,1,3,4,1171,-1140,2,-1,-0.40000000000000036,-1,16,10,1,1,0,0,1
644,0,2,11,-6076,-3107,3,-1,-0.39999999999999947,-10,-13,-11,-1,0,1,-1,0
1566,0,6,6,708,1208,123,0,0.20000000000000018,2,22,-3,-2,-1,1,0,1
1538,1,7,4,-259,-1115,-25,1,-0.40000000000000036,3,-41,1,1,1,0,0,1
4578,0,3,9,-2461,-1626,14,6,-0.40000000000000036,-7,18,2,-1,-1,0,0,0
6560,0,6,8,-259,1059,-1,1,0.20000000000000018,-4,53,5,0,0,0,0,0
4178,1,6,5,70,-928,-2,-2,0.0,3,-2,-38,-2,-1,1,0,0
4983,0,6,10,-1391,-16,6,1,0.0,-7,25,-20,-1,-1,0,0,1
5181,1,11,5,1635,416,-1,4,0.6000000000000005,5,-12,-12,1,0,0,0,0
7761,0,3,9,-1844,-1368,-15,-1,-0.20000000000000018,-5,10,0,-1,-1,0,0,0
2160,1,5,4,-43,-152,24,-2,0.0,3,-9,-15,0,0,0,0,1
2596,1,7,7,428,35,3,-1,0.0,-5,-3,0,-1,-1,0,0,1
677,1,4,3,787,481,0,0,0.0,1,29,-12,0,-1,0,0,1
6447,1,6,9,-2889,-3905,-4,4,-1.0,-3,-38,5,-1,-1,0,0,0
6728,0,4,6,-2446,-1508,53,2,-0.20000000000000018,0,-18,-29,-1,-1,0,-1,0
9870,1,5,3,1974,1712,35,2,0.40000000000000036,-3,20,8,-1,-1,0,0,1
4477,1,7,10,-1977,-944,17,0,-0.20000000000000018,-6,-17,-11,0,0,0,0,0
4812,1,8,0,7761,5818,-4,4,1.5999999999999996,7,78,14,2,1,0,3,1
3036,1,3,9,-2492,-1526,-3,0,-0.6000000000000005,-9,3,6,1,1,0,0,0
2676,1,7,3,3827,3161,-4,1,1.0,3,21,19,-1,-1,0,0,1
7796,0,6,6,-227,923,8,-2,0.40000000000000036,-1,-47,13,-1,-1,0,0,1
3722,1,7,6,912,505,-10,-2,-0.20000000000000018,-3,21,3,-1,-1,0,0,1
150,1,3,1,830,-1002,-25,-2,-0.20000000000000018,2,4,0,0,1,1,0,0
9382,1,7,4,443,-1176,-5,5,0.0,6,14,-31,0,0,0,0,1
