blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,blueWins
18,3,1,7,11,9,0,1,0,17132,6.6,16777,198,56,17,5,17,1,0,0,19382,7.0,18368,196,52,0
157,2,1,6,8,4,1,1,0,16385,6.6,17327,215,58,14,1,15,0,0,0,16604,6.8,17916,199,48,0
15,5,0,9,10,9,0,0,0,17987,6.8,17683,209,41,17,2,11,0,0,0,18355,7.2,18295,236,54,0
16,1,1,3,5,2,1,0,0,15156,6.6,17247,207,61,14,1,4,0,0,0,16219,7.2,19282,229,44,1
14,0,0,3,4,4,1,0,0,15178,7.0,18172,209,64,14,2,4,0,1,0,15945,7.0,18778,229,64,1
17,3,1,7,4,12,1,0,0,17199,7.0,19299,229,59,16,2,5,0,0,0,15654,7.2,17882,226,53,0
40,1,0,6,6,6,0,0,0,15863,6.8,17012,221,29,44,2,9,0,0,0,15817,6.4,16131,191,46,1
16,2,0,7,8,7,0,0,0,16093,6.4,16567,175,40,32,6,9,1,0,0,17898,6.8,18614,238,48,0
54,4,0,3,5,5,0,0,0,15238,6.8,16831,209,40,17,1,6,0,0,0,16552,6.8,18329,226,63,0
14,2,1,6,6,11,0,0,0,16700,7.0,17393,218,40,14,1,3,1,0,0,14894,6.6,17389,203,39,1
59,7,1,7,7,12,0,1,0,17543,7.0,17748,195,51,37,6,11,1,0,0,16549,7.0,18295,215,36,0
31,2,1,5,14,2,1,1,0,16431,6.6,16968,219,64,15,3,18,0,0,0,19919,7.4,19650,240,43,0
58,1,1,10,2,17,1,0,1,19483,7.0,18561,211,56,16,1,4,0,0,0,14068,6.4,15570,203,48,1
11,2,0,1,8,2,0,0,0,13841,6.8,16368,216,49,18,0,6,1,0,0,18889,7.4,20513,268,53,0
12,3,0,6,4,9,0,0,0,16628,7.0,18812,216,60,14,1,4,1,0,0,15171,7.2,18097,208,40,0
21,4,0,8,6,12,1,0,0,18352,7.2,18953,242,42,14,5,5,0,0,0,16443,7.0,17854,225,40,1
16,1,0,4,7,1,0,0,0,14125,6.6,16758,170,44,17,0,9,1,0,0,16983,7.0,17278,224,48,0
17,7,1,7,4,9,0,0,0,16992,7.0,18716,224,36,20,4,6,1,0,0,15410,7.0,17372,209,47,1
16,5,0,2,13,2,0,0,0,13738,6.4,15483,169,52,39,4,15,0,0,0,19998,7.0,18847,238,34,0
38,4,0,5,7,6,0,0,0,15485,6.8,17345,208,42,18,2,5,1,0,0,16882,7.2,18075,225,70,0
19,1,1,7,6,8,1,0,0,17575,6.4,17019,209,41,16,2,8,0,0,0,16614,7.0,17992,208,54,0
16,3,0,6,4,8,1,0,0,17505,7.2,18661,240,66,16,2,5,0,0,0,16714,6.6,17523,234,49,1
17,3,0,9,18,8,0,0,0,17290,7.0,17418,223,48,16,4,19,1,0,0,20792,7.4,19605,228,45,0
17,2,1,9,5,7,0,0,0,18196,7.2,19070,230,59,13,1,6,1,0,0,15433,6.8,17403,194,56,1
19,2,0,6,5,5,1,0,0,15926,6.8,17186,209,44,15,2,10,0,0,0,15021,6.4,15817,180,40,1
17,3,1,3,2,3,1,1,0,15207,7.0,18559,234,54,19,4,4,0,0,0,15418,7.0,17716,211,48,0
17,3,0,5,8,6,1,1,0,15494,6.4,16228,187,59,16,4,8,0,0,0,19022,7.0,18505,260,44,0
15,4,1,8,6,11,0,1,0,17662,7.2,19112,219,60,20,3,8,1,0,0,16646,7.2,18802,231,60,0
19,1,0,2,10,2,1,0,0,14020,6.4,15872,203,55,14,4,11,0,1,0,18235,6.8,17774,229,48,0
12,2,0,3,8,4,1,0,0,14580,6.6,16446,203,55,14,1,6,0,0,1,19171,6.8,18066,241,45,0
18,5,0,6,8,8,0,0,0,16606,7.0,18604,226,43,19,4,11,1,0,0,17931,7.2,18540,233,56,0
14,3,0,6,12,3,0,1,0,15488,6.8,17274,196,60,19,5,15,1,0,1,20346,6.8,18905,214,70,0
18,4,0,9,6,14,0,0,0,17517,7.2,18612,228,44,39,4,7,1,1,0,17393,7.4,20138,235,60,0
17,4,0,5,7,6,0,0,0,15778,6.8,17304,235,40,23,3,3,1,0,1,17607,6.8,18733,244,51,1
19,1,1,11,6,15,1,0,0,18230,6.8,17602,195,52,14,2,7,0,0,0,16116,6.8,17527,198,52,1
17,5,0,6,5,8,0,0,0,16285,7.0,17681,230,44,16,2,8,0,0,0,16125,6.8,18018,204,64,1
105,6,1,4,3,0,0,0,0,15960,7.4,18912,253,60,15,3,3,0,0,0,14481,6.4,16562,228,40,1
38,3,0,4,5,4,1,0,0,15184,6.8,17545,199,48,16,0,5,0,1,0,15884,6.6,16639,215,38,1
17,1,1,12,9,8,0,0,0,18086,6.8,17120,190,42,12,2,9,0,0,0,17056,6.6,16415,174,48,1
18,5,0,4,8,6,1,0,0,15589,7.0,18306,219,64,31,6,8,0,0,0,17857,7.4,20116,261,58,0
32,2,1,12,6,12,1,0,0,19058,7.2,19575,202,47,16,2,7,0,0,0,15645,6.6,16591,210,39,1
14,5,0,6,6,7,0,0,0,17159,7.2,19172,223,56,33,1,8,1,0,0,17230,6.8,18178,229,43,1
11,2,0,6,7,8,0,1,0,17192,7.0,18065,221,56,14,2,6,1,0,0,16530,6.8,18021,196,51,1
85,6,1,9,1,11,1,0,0,18824,7.2,19996,237,59,20,2,0,0,0,0,13584,7.0,17661,217,42,1
17,7,0,3,5,2,1,1,0,14303,6.2,15787,187,58,21,2,6,0,0,0,16960,7.0,17882,237,51,0
17,11,1,10,1,13,1,0,0,19602,7.4,20259,236,57,67,0,2,0,0,0,14364,6.8,17605,209,76,1
18,4,1,9,7,8,0,1,0,16616,7.0,17642,182,39,19,5,5,1,0,0,16266,6.8,16953,206,52,0
15,4,1,8,5,7,1,0,0,16735,6.8,17862,215,49,78,0,7,0,0,0,15809,6.6,16895,188,56,1
16,2,0,6,9,7,0,0,0,16288,6.8,18071,209,56,14,3,7,0,1,0,17450,7.0,19078,204,56,0
16,1,0,3,8,3,0,0,0,14397,6.6,16267,210,52,14,2,9,1,0,0,17914,7.2,19641,226,64,0
38,3,0,4,5,5,0,0,0,15177,6.8,18017,189,55,16,2,5,0,0,0,16010,7.0,18133,252,32,1
18,4,0,6,8,5,0,0,0,15476,6.8,17206,187,36,139,5,9,1,0,0,17879,7.4,19993,243,53,0
16,3,1,7,6,8,1,0,0,16646,6.6,16213,204,44,30,3,8,0,0,0,16054,6.6,17088,204,56,0
15,2,0,1,3,3,0,0,0,14626,6.6,17441,229,56,15,2,4,1,1,0,16173,7.2,18357,246,60,0
18,5,0,6,3,7,0,0,0,16485,7.0,18759,222,44,14,1,1,1,0,0,15388,7.0,18048,240,63,0
17,4,0,7,5,9,0,0,0,17094,7.0,18539,220,67,17,4,3,1,0,0,16090,6.6,17093,211,52,0
11,2,1,5,3,7,0,0,0,17264,7.0,18301,248,44,26,0,2,0,0,0,14227,6.4,15740,174,60,1
19,3,0,0,6,0,0,0,0,13395,6.8,16282,207,47,20,3,5,0,0,0,16670,7.2,19536,257,40,0
16,4,1,9,1,9,1,0,0,17239,7.2,19459,232,46,16,1,2,0,0,0,13742,6.4,15916,223,53,1
12,2,1,11,5,7,1,1,0,18576,7.2,20102,227,59,15,1,6,0,0,0,16300,7.0,18131,213,67,1
39,5,0,4,3,5,0,0,0,15450,7.0,17766,202,61,45,5,8,1,1,0,15138,7.2,17733,243,52,0
32,3,1,6,9,4,0,0,0,16672,7.0,18758,231,52,16,0,8,0,0,0,17784,6.8,18447,211,36,0
14,2,0,5,8,4,0,0,0,15921,6.8,17466,203,40,14,2,6,0,0,0,17031,7.2,18187,215,49,0
13,3,1,4,8,6,1,0,0,15077,7.0,17523,208,42,15,2,7,0,0,0,17112,7.0,18760,231,54,1
19,14,1,8,3,11,1,0,0,18200,7.2,19337,218,67,62,3,1,0,0,0,14481,6.8,17524,214,60,1
15,0,1,6,6,12,1,0,0,16434,6.8,18059,214,58,13,1,2,0,1,0,16006,7.2,18998,184,63,0
16,3,0,8,11,11,0,0,0,17554,6.6,16706,227,43,20,7,13,1,1,0,19102,7.0,18694,225,58,1
15,2,1,4,12,1,0,0,0,15089,6.6,17098,235,53,14,4,14,1,0,1,20381,7.6,21102,234,63,0
15,2,0,3,3,2,0,1,0,15885,7.0,18531,243,52,16,1,6,0,0,0,16142,7.2,19414,232,76,0
17,2,1,4,6,2,0,0,0,15293,6.8,17871,204,56,18,3,9,1,1,0,16599,7.0,18869,221,52,0
19,3,1,3,4,2,0,1,1,17035,7.2,18941,257,52,18,3,6,1,0,0,15548,7.0,18324,223,64,1
22,3,0,4,7,6,0,1,0,16135,7.0,18177,234,47,17,3,8,1,0,0,17917,7.2,19488,264,53,0
12,1,0,2,6,2,0,0,0,14295,6.4,16196,211,40,56,3,6,1,0,0,16809,7.2,18958,219,67,0
35,3,0,11,4,11,1,0,0,17596,7.2,19377,203,57,15,4,2,0,0,0,14344,6.8,16000,171,54,1
13,0,0,11,2,15,1,0,0,19508,7.4,19814,233,60,13,1,1,0,0,0,14626,6.8,17156,219,60,1
18,2,1,6,4,11,0,0,0,15956,6.8,17199,215,44,13,3,4,0,0,0,15999,7.2,18353,226,69,0
19,4,0,5,3,5,1,0,0,15959,7.2,18751,244,52,17,2,5,0,0,0,15173,6.8,17596,238,49,0
20,1,0,6,12,2,0,0,0,16425,6.8,17934,205,60,11,1,16,1,0,0,20986,7.6,19769,271,60,0
38,5,1,3,6,5,1,1,0,15427,6.8,16873,209,48,21,3,2,0,0,0,16613,7.2,18633,230,54,0
35,2,1,5,4,6,0,0,0,15411,7.0,17827,215,39,11,4,3,0,0,0,15454,7.0,17979,224,54,1
15,5,1,6,2,6,0,0,0,16835,7.0,17368,235,42,90,1,2,1,1,0,14584,7.0,17652,248,49,0
37,4,1,10,7,11,0,0,0,18423,7.2,18773,212,40,16,4,6,0,1,0,15909,6.8,17349,200,40,1
20,2,0,3,6,3,0,1,0,14840,6.8,17620,226,56,15,5,9,0,0,0,17419,7.0,18246,245,56,0
15,2,1,6,5,7,0,1,0,17674,7.2,19752,225,80,56,1,8,0,0,0,15153,6.6,16656,217,36,1
22,5,0,4,4,4,0,0,0,14942,6.6,17678,200,51,41,4,9,1,0,0,15705,6.8,17283,241,50,1
14,3,0,6,7,6,0,0,0,16404,6.8,18840,245,48,112,3,10,0,0,0,17323,7.2,18793,219,50,0
43,5,1,8,2,11,1,0,0,17554,7.2,19243,204,51,17,1,1,0,0,0,14299,6.8,17519,211,46,0
35,3,0,7,9,9,0,0,0,17482,7.2,18618,233,42,16,3,9,0,0,0,18043,7.2,19107,224,41,0
14,3,1,9,14,11,0,0,0,17496,6.8,17522,185,51,15,2,13,1,0,0,20070,7.4,20076,198,56,0
14,3,0,4,7,6,0,0,0,15706,7.0,17720,244,46,43,3,11,1,1,0,17698,7.2,19308,256,56,0
35,1,0,7,10,7,0,1,0,16511,7.2,18667,209,43,12,0,13,0,0,0,19433,7.4,20091,212,72,0
14,0,1,8,8,8,1,0,0,16720,6.8,16905,181,48,13,3,4,0,0,0,18604,7.4,19790,248,66,0
17,3,1,9,6,7,0,0,0,17187,7.0,18178,213,40,14,1,4,0,0,0,16561,7.0,18080,231,40,0
19,2,0,4,11,3,0,0,0,15107,6.6,16753,200,41,10,4,10,1,0,0,18906,7.2,20038,226,45,0
15,1,1,10,7,5,1,0,0,17214,7.2,18566,200,62,38,2,9,0,0,0,15524,6.8,17250,162,42,1
16,5,0,5,8,5,0,0,0,15649,7.0,17079,201,51,17,4,11,1,0,0,16583,6.8,17811,216,48,0
16,3,0,2,9,1,0,0,0,15218,6.8,17342,227,51,14,5,7,1,0,0,18007,7.0,18853,248,56,0
14,2,0,3,10,3,0,0,0,15016,6.8,17172,216,38,81,3,11,1,0,0,17204,7.0,18925,217,35,0
15,4,1,3,5,2,1,0,0,15164,6.8,17404,218,51,11,1,5,0,0,0,16756,7.2,19603,255,52,1
15,4,0,4,6,2,0,0,0,15063,6.8,17979,206,64,19,5,2,1,0,0,16276,7.0,18992,253,56,1
33,5,1,4,4,5,1,0,0,15716,6.8,17691,235,53,18,2,4,0,1,1,17271,7.0,18716,237,54,0
16,5,0,4,8,4,0,1,0,15767,7.0,17903,233,52,19,5,8,0,0,0,16720,7.0,18580,226,40,1
16,2,0,8,9,9,0,0,0,16075,6.8,17316,200,45,19,5,10,1,0,0,17853,7.0,18444,208,50,0
17,6,0,11,4,14,0,0,1,19350,7.4,19830,234,39,16,0,2,0,0,0,14797,6.4,16830,208,52,1
17,1,1,8,1,9,0,0,0,16763,6.6,17181,209,36,18,1,2,0,0,0,13392,6.4,16008,195,50,0
10,3,0,5,7,2,0,0,0,16256,6.8,17771,247,48,17,2,10,1,0,0,17118,7.0,18177,200,60,1
11,2,0,5,7,6,0,0,0,16456,6.6,17035,213,51,19,1,5,1,1,0,16101,6.8,17833,223,60,0
103,2,1,5,5,8,0,0,0,15473,6.8,17268,219,36,17,1,7,0,0,0,15603,7.0,17691,221,51,0
18,2,0,5,8,10,0,0,0,15979,6.8,17379,195,52,14,2,9,1,0,0,16562,6.6,17019,200,36,0
16,1,1,6,6,7,0,0,0,16784,7.0,17848,228,40,16,1,4,0,0,0,15843,6.8,17719,176,55,1
14,3,1,4,4,9,1,0,0,15823,6.8,17501,230,46,36,4,4,0,0,0,16034,7.2,19318,233,64,0
39,3,1,7,3,11,0,0,0,16879,7.4,19019,237,43,13,0,3,0,0,0,14543,6.8,16696,194,51,1
16,5,0,8,4,9,0,0,0,17239,7.2,18395,209,46,46,3,2,0,0,0,15803,6.6,16571,225,53,1
41,3,0,3,11,4,0,1,0,14423,6.8,16642,190,51,15,4,8,1,0,0,18875,7.4,20368,238,64,0
15,2,0,5,11,5,0,0,0,15543,6.8,17304,197,44,14,1,8,1,1,0,18861,7.6,20283,228,60,0
13,3,0,2,3,3,0,0,0,14752,6.8,17798,230,53,36,0,3,1,1,0,15191,7.2,18781,222,65,0
18,4,0,5,3,4,1,0,0,15979,7.2,18795,260,53,19,3,4,0,0,0,14952,7.0,18180,219,60,1
16,4,1,8,4,7,0,0,0,17863,7.2,19086,256,33,13,5,4,0,0,0,15273,7.0,17236,218,48,1
18,3,0,7,7,7,0,0,0,17122,7.0,19090,236,44,36,4,7,1,0,0,16762,7.0,17988,187,55,0
13,3,1,5,5,5,1,0,0,15993,7.0,18392,227,62,15,3,6,0,0,0,16793,7.2,18320,243,46,1
14,4,0,4,3,3,0,0,0,16101,7.4,19176,266,56,15,2,3,1,0,0,15217,7.0,18148,236,36,1
16,1,0,7,11,8,0,0,0,17151,6.8,17131,215,54,14,1,18,1,0,0,19640,7.2,19186,205,65,0
17,2,0,9,6,9,0,0,0,17643,6.8,17908,218,36,36,1,8,1,1,0,16093,6.6,16866,183,52,1
16,2,1,2,11,2,1,0,0,13932,6.4,15660,193,56,17,2,13,0,0,1,19472,7.2,19342,245,40,0
13,2,0,4,2,2,0,0,0,17005,7.2,19366,268,60,15,3,0,1,0,0,15032,6.8,18130,241,72,1
24,2,1,3,2,3,0,0,0,14804,7.0,17782,223,52,82,1,3,1,0,0,14546,7.0,18080,200,60,0
17,3,0,2,6,2,1,0,0,14341,6.8,17715,233,52,15,4,8,0,0,0,16270,7.0,18395,233,44,1
17,3,0,4,11,7,0,0,0,15224,6.8,16862,189,43,19,4,11,1,0,0,18819,7.0,18835,221,68,0
16,2,1,9,3,12,1,0,1,20316,7.4,18784,230,70,11,1,3,0,1,0,15243,6.4,16981,224,69,1
16,2,0,3,3,2,0,1,0,15416,6.8,17935,228,61,12,2,5,0,0,0,14966,6.8,17944,220,53,0
15,3,0,1,3,2,0,0,0,14114,6.8,17618,229,55,18,2,5,1,1,0,15427,6.8,17624,250,48,0
14,4,1,3,9,2,1,0,0,13769,6.2,15094,174,54,16,4,7,0,0,0,17916,7.0,18117,217,48,0
16,3,0,4,4,6,0,0,0,15641,7.2,17857,244,40,61,2,3,1,0,0,16777,7.2,19092,234,71,0
14,0,0,9,5,6,1,0,0,18912,7.4,20086,244,70,10,0,5,0,0,0,14942,6.6,17268,210,29,1
16,5,1,9,3,10,1,0,0,17679,7.4,19757,237,54,16,4,5,0,0,0,15191,7.0,17304,222,49,0
16,3,1,11,6,17,0,0,0,17895,6.8,16640,191,38,16,3,5,1,0,0,15807,6.6,16758,202,41,1
16,5,1,6,1,4,0,0,0,16656,7.4,18706,230,56,32,3,3,1,0,0,14574,6.8,17402,213,68,1
52,2,1,13,5,16,0,0,1,20862,7.0,18335,232,39,15,1,8,0,0,0,14439,6.2,14568,148,45,1
16,4,1,7,1,5,0,1,0,17170,7.0,19211,251,54,21,2,1,0,0,0,13936,6.8,16784,203,68,1
28,1,0,9,10,12,0,1,0,17524,7.2,18124,203,52,14,6,13,1,0,0,18843,7.4,18964,223,56,0
36,5,1,3,2,3,1,0,0,15951,7.0,19210,247,70,48,4,1,0,1,0,14800,6.8,17457,236,45,0
16,0,0,3,10,1,0,0,0,14689,6.6,16533,195,52,14,2,16,1,0,0,17778,7.0,18684,219,48,0
14,3,1,5,6,5,1,0,0,16331,7.0,17720,231,44,21,5,7,0,0,0,16708,7.2,18954,229,56,1
12,1,1,9,6,8,1,0,0,17469,7.2,18286,206,48,40,3,11,0,0,0,15191,6.4,16098,174,28,1
15,4,0,6,4,10,1,0,0,16386,6.6,17424,216,45,19,2,3,0,0,0,15644,6.8,18078,255,37,0
43,4,0,7,3,8,0,1,0,16463,6.8,17675,223,44,14,6,3,0,0,0,15158,6.6,16643,244,48,1
25,3,0,6,1,8,1,0,0,16129,7.2,18567,210,48,17,2,1,0,0,0,13850,6.4,15725,205,39,0
90,7,0,7,4,5,1,0,0,17929,7.4,20365,233,59,16,5,4,0,1,0,14789,6.6,17001,201,52,1
13,1,0,4,12,4,0,0,0,13973,6.2,15260,166,45,77,4,14,0,1,1,20774,7.4,19871,234,44,0
14,5,1,6,2,4,0,0,0,16383,7.0,18625,258,33,22,6,1,1,0,0,14705,7.0,17470,216,59,0
12,2,0,10,9,10,0,0,0,17706,6.8,17870,212,48,11,1,6,0,0,0,17128,7.0,17726,204,38,1
20,3,1,16,5,21,1,0,0,20032,7.4,20277,166,48,14,1,4,0,0,0,16101,6.6,16171,198,44,1
48,4,1,2,3,2,1,0,0,14607,6.6,16424,222,45,12,5,1,0,0,0,15790,7.0,18915,228,58,0
16,3,1,8,8,9,1,0,0,16891,7.0,17845,201,51,15,3,9,0,0,0,18187,7.0,17841,217,48,0
13,2,0,4,8,3,0,0,0,14668,6.6,16865,193,32,15,2,9,1,0,0,17626,7.0,18311,232,43,0
15,2,0,3,8,4,0,0,0,14398,6.6,15990,194,42,16,2,9,1,0,0,17317,7.0,18308,207,51,1
25,4,1,7,9,7,0,0,0,16929,7.0,17547,228,41,15,3,7,0,0,0,18078,7.2,19435,232,50,1
12,4,1,7,4,5,1,0,0,17214,7.0,19173,235,48,14,4,6,0,0,0,15468,6.8,16900,205,56,0
12,2,0,2,6,1,0,0,0,14095,6.8,17286,196,60,14,2,4,1,0,0,17723,7.0,19295,266,60,0
15,0,1,3,5,5,0,0,0,14896,6.8,17240,207,42,53,2,6,1,1,0,17096,7.4,19173,235,63,1
13,1,1,7,0,8,0,0,0,17269,7.2,19988,244,52,15,2,0,1,0,0,13844,6.6,16165,228,52,1
47,1,0,3,2,3,0,0,0,14706,6.6,15747,203,45,18,2,1,0,0,0,14499,6.8,17627,242,54,1
13,3,0,5,5,6,0,1,0,16897,7.2,18457,218,68,14,5,4,0,0,0,15955,6.8,17505,220,57,1
37,17,0,3,5,2,0,0,0,15630,7.0,18378,254,48,36,3,7,0,0,0,16722,7.0,18702,264,44,0
13,2,1,5,12,5,0,0,0,15230,6.4,15161,185,44,16,0,11,1,0,0,19062,7.4,19076,219,58,0
12,2,1,6,5,3,0,0,0,16059,7.2,18356,212,59,19,2,8,0,0,0,15475,6.8,17333,207,36,1
13,1,1,6,8,4,0,0,0,16112,6.8,17371,197,50,17,3,10,1,0,0,16666,7.0,17854,206,41,0
18,3,1,8,10,7,0,0,0,16403,7.0,18111,218,33,56,7,9,0,1,0,17848,7.0,18847,210,54,1
66,2,1,6,6,6,0,1,0,16124,6.6,17227,225,24,14,4,6,1,0,0,16849,6.8,18152,246,54,0
18,4,0,3,4,3,0,0,0,14511,6.6,16462,212,42,18,2,1,1,0,0,14853,7.4,18707,212,43,0
15,5,1,9,6,15,1,0,0,17653,7.2,18042,218,40,16,3,6,0,0,0,15722,7.0,17950,205,44,1
18,3,0,4,10,2,0,0,0,16183,7.0,17767,251,44,14,2,10,1,0,0,18338,7.2,20016,219,60,0
11,2,1,4,4,8,1,0,0,16341,7.4,19567,236,72,14,0,3,0,1,0,14774,6.8,17930,203,55,1
152,4,0,7,6,6,1,0,0,16608,7.2,18459,233,60,15,2,7,0,0,0,16634,6.8,17470,203,52,0
15,0,0,5,10,5,0,0,0,15954,6.8,16521,192,56,14,3,8,1,0,0,18481,7.4,18714,197,80,0
49,4,0,10,13,9,1,1,0,17743,7.0,17923,194,50,17,0,10,0,0,0,18966,7.2,18969,198,61,0
11,3,0,9,3,8,1,0,0,18012,7.2,19378,261,60,14,1,4,0,0,0,15167,6.2,15346,185,52,1
16,3,0,2,7,4,1,0,0,14558,6.8,17024,206,63,18,3,8,0,1,0,17122,7.2,18983,222,48,1
18,3,0,5,5,10,1,0,0,16138,6.6,16397,208,54,17,0,4,0,1,1,16870,6.8,17210,218,40,1
14,2,0,5,6,3,0,1,0,15432,6.6,16542,223,24,20,1,8,1,0,0,16474,7.0,18572,221,64,0
38,4,1,5,7,4,0,0,0,16562,7.2,18781,210,64,21,1,8,1,0,0,16518,7.0,18611,245,36,0
20,3,0,6,9,2,1,0,0,15054,6.4,16819,209,26,17,4,14,0,0,0,17072,7.2,18164,169,57,1
70,11,0,6,5,5,0,1,0,16500,6.8,18497,202,47,47,1,6,1,0,0,16004,6.8,16967,222,40,0
57,4,0,7,2,8,1,1,0,17750,7.4,20138,237,56,16,0,1,0,0,0,14077,6.8,17382,204,56,1
14,1,0,6,5,3,0,1,0,17039,7.2,18571,228,68,38,1,3,0,0,0,16031,6.8,18199,218,48,0
16,4,1,10,7,8,0,0,0,18410,7.2,19835,241,54,19,3,6,0,0,0,16690,7.4,18471,212,46,0
19,1,1,10,2,12,0,0,0,18274,6.8,19011,232,49,16,1,1,0,0,0,13581,6.4,16043,179,45,1
17,18,0,3,3,5,1,0,0,15704,7.2,18700,240,74,63,1,1,0,0,0,14776,7.0,17745,232,45,1
59,1,1,5,2,3,0,1,0,16014,7.0,18969,225,58,21,6,1,0,0,0,15538,7.2,18502,257,53,1
22,4,1,9,3,9,0,0,0,17270,6.6,17435,213,43,17,6,3,0,0,0,14952,6.6,15779,220,44,1
17,0,0,3,8,4,0,0,0,14076,6.4,16132,184,44,16,4,8,1,1,0,17689,7.0,18768,234,52,0
20,6,1,9,2,10,0,0,0,17855,7.2,18853,211,60,44,2,1,1,0,0,13779,6.6,15857,211,44,1
15,0,1,8,9,5,0,0,0,16319,6.8,17715,217,32,11,1,9,0,0,0,17547,6.8,17704,191,47,0
106,0,1,12,4,12,1,0,0,19058,7.2,19477,214,61,11,1,7,0,1,0,15335,6.6,16662,200,48,1
22,4,1,2,11,5,0,0,0,14516,6.6,17011,218,52,22,3,12,1,0,0,18194,7.6,20245,246,52,0
110,0,0,6,10,8,0,0,0,16506,6.8,16828,216,45,40,1,10,1,0,0,19041,7.4,19482,228,55,1
16,7,1,6,7,9,0,0,0,16778,7.2,17640,218,60,21,2,10,1,1,1,18224,7.0,18605,234,39,0
39,2,1,4,0,6,1,0,0,15388,6.8,17788,220,52,18,1,0,0,0,0,15023,6.8,18507,252,76,1
16,3,0,5,4,4,1,0,0,15873,7.2,18580,236,44,21,3,4,0,0,0,15887,7.2,18599,232,55,1
17,0,1,4,5,2,1,0,0,15557,6.8,17180,234,53,14,1,6,0,0,0,16190,7.0,18503,206,54,1
17,4,0,9,6,12,1,0,0,18555,7.2,19740,250,56,16,3,6,0,0,0,15579,7.0,18440,207,48,1
21,3,1,7,4,7,1,0,0,17247,7.0,18201,223,48,15,4,5,0,0,0,15102,6.8,17331,231,29,1
21,5,1,8,4,7,1,0,1,17790,6.8,17688,190,56,86,2,4,0,1,0,15953,6.8,17230,176,68,1
17,2,0,7,11,13,1,0,0,16225,6.6,17213,206,56,17,3,13,0,0,0,18688,7.4,19376,224,36,0
14,1,0,10,8,10,0,1,0,17793,7.0,18327,193,55,14,0,7,1,0,0,17297,6.8,18140,220,44,1
11,3,1,8,6,9,1,0,0,16707,6.8,17380,193,44,17,4,7,0,0,1,17431,6.4,16130,216,36,0
13,0,1,5,10,6,0,0,0,15366,6.8,16496,200,40,17,0,8,1,1,0,18064,7.2,19465,221,52,1
14,0,1,6,9,6,0,0,0,15821,6.8,17419,208,43,139,2,7,0,1,1,19185,7.2,19409,230,49,0
14,1,1,7,9,5,0,1,1,16730,6.8,17556,180,41,13,2,10,1,0,0,17967,6.8,16803,196,57,1
16,2,1,6,3,5,1,0,0,16931,7.0,18085,225,54,15,2,4,0,0,0,14488,6.4,16519,201,61,1
16,4,0,3,4,2,0,0,0,15694,7.0,17920,241,48,18,2,1,1,0,0,14930,7.0,17949,221,47,1
18,2,1,9,6,7,1,0,0,17016,7.2,18560,210,60,12,2,7,0,0,0,16678,7.0,18792,212,56,1
12,5,1,6,5,10,0,1,0,16348,7.0,17866,225,36,15,1,9,1,0,0,17068,7.2,19074,248,64,1
14,2,0,9,6,8,0,0,0,17079,7.0,18150,203,47,101,4,7,1,0,0,16180,7.0,17855,225,36,0
35,6,0,7,5,6,0,0,0,16555,7.2,18712,204,57,45,7,6,1,0,0,16354,7.2,18409,210,64,1
34,2,0,11,8,11,0,0,0,18291,7.0,18744,195,42,16,1,9,0,0,0,17352,7.0,17417,209,40,1
18,5,0,9,6,8,1,1,0,18060,7.4,19784,241,52,14,6,5,0,0,0,16078,6.6,17541,206,48,1
16,2,1,7,3,12,0,0,0,16175,6.6,16320,202,45,13,0,2,0,0,0,14749,6.6,15796,204,53,0
16,3,0,2,5,1,0,0,0,14828,7.2,18224,234,60,16,1,10,1,0,0,16230,7.2,18314,230,65,1
16,3,1,10,7,5,1,0,0,17454,6.8,18029,204,58,12,1,5,0,0,0,16837,6.8,17901,178,60,0
11,0,1,5,9,2,0,0,0,14681,6.8,17137,174,44,9,0,8,1,0,0,17666,7.6,20156,213,55,0
18,2,1,4,8,3,0,0,0,15119,6.4,16105,216,35,14,5,10,1,0,0,17020,7.2,19216,216,64,0
41,4,1,7,8,8,0,0,0,16604,6.6,17328,203,47,17,6,11,1,0,0,17020,7.0,18235,201,55,0
23,3,1,14,9,18,1,0,0,20909,7.4,19188,210,52,14,3,9,0,0,0,17716,7.0,17976,183,53,1
37,4,0,3,9,2,0,0,0,14272,6.0,15106,194,55,15,4,4,0,0,0,17880,7.2,19394,259,47,0
15,2,0,7,12,5,0,0,0,17080,7.0,18513,219,54,34,2,10,1,0,0,17838,7.2,19029,209,64,0
13,6,0,10,11,13,1,0,0,17948,6.6,16194,193,35,17,3,13,0,0,0,17855,6.8,17470,219,40,1
14,2,0,7,4,5,1,0,0,17052,7.2,19250,234,64,16,3,4,0,0,0,15404,6.6,17369,223,38,1
17,3,0,6,12,3,0,0,0,15676,6.6,17356,210,44,15,1,15,1,0,0,18329,7.0,17732,191,48,0
